rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall,Q_budget,alpha,EtE,Ex_num,n_length,eps
0.1001442447304725,0.1120691299438476,0.0934995934367179,0.0038461540825664,0.0047619049437344,0.0032258064020425,0.0778112411499023,0.0861775130033493,0.0730848386883735,0.0871382132172584,0.0950236693024635,0.0829671844840049,32,2,False,3.0,256,8
0.0950743108987808,0.1128907054662704,0.0927780345082283,0.0,0.0,0.0,0.0898111537098884,0.1037997975945472,0.0890743285417556,0.0857295244932174,0.0979174450039863,0.0859493315219879,32,2,False,3.0,256,16
0.0796582549810409,0.0846293717622757,0.0800935849547386,0.0048780487850308,0.0039999997243285,0.0062500000931322,0.0567562691867351,0.061417244374752,0.0573739930987358,0.0646840557456016,0.0694172531366348,0.0652443617582321,32,2,False,3.0,256,32
0.0798728317022323,0.0991735085844993,0.0733218938112258,0.0,0.0,0.0,0.0592442266643047,0.0744308903813362,0.0536868199706077,0.0613221451640129,0.0756386220455169,0.0564441755414009,32,2,False,3.0,256,64
0.0877991169691085,0.110133096575737,0.0800947099924087,0.0,0.0,0.0,0.0730067491531372,0.0916404873132705,0.0661608129739761,0.0677435919642448,0.0825495794415474,0.0624571144580841,32,2,False,3.0,256,128
0.0841693207621574,0.082734115421772,0.0884878262877464,0.0040816324763,0.0043478263542056,0.0038461540825664,0.0724046155810356,0.0702341124415397,0.0773767158389091,0.072754755616188,0.0702341198921203,0.077955424785614,32,2,False,3.0,256,256
0.0825886577367782,0.0806129425764083,0.0882509350776672,0.0,0.0,0.0,0.0620528236031532,0.0607667863368988,0.0666133463382721,0.0701344460248947,0.0686129406094551,0.074961170554161,32,2,False,3.0,256,2
0.0951946005225181,0.1049430817365646,0.0989449843764305,0.0038461540825664,0.0027777778450399,0.0062500000931322,0.0769254118204116,0.0825975239276886,0.0814885646104812,0.0769254118204116,0.0825975239276886,0.0814885646104812,48,2,False,3.0,256,2
0.0901273787021637,0.091414026916027,0.0940329581499099,0.003508772002533,0.0038461540825664,0.0032258064020425,0.0778486579656601,0.0805674642324447,0.0791432484984397,0.0867375433444976,0.0877103134989738,0.0909079536795616,32,2,False,3.0,256,4
0.0918586701154708,0.095778189599514,0.0965139716863632,0.0033898304682224,0.0035714288242161,0.0032258064020425,0.0665230602025985,0.0683095008134841,0.0700252503156662,0.0659535378217697,0.0667539462447166,0.0701919198036193,32,2,False,3.0,256,8
0.0881304293870925,0.0764820203185081,0.1148523911833763,0.0056338026188313,0.0049999998882412,0.006451612804085,0.0731367915868759,0.0642104893922805,0.0948496684432029,0.0792663469910621,0.0690304636955261,0.1038570255041122,48,2,False,3.0,256,4
0.1104316338896751,0.116373635828495,0.1116208210587501,0.0,0.0,0.0,0.0799907892942428,0.0821098908782005,0.0826915651559829,0.083836942911148,0.0861098915338516,0.0863952785730362,32,2,False,3.0,256,16
0.1182340160012245,0.1069933027029037,0.1494000703096389,0.0041666668839752,0.0031250000465661,0.0062500000931322,0.0946406796574592,0.0877004563808441,0.1175168976187706,0.1049369126558303,0.0956416279077529,0.132985308766365,48,2,False,3.0,256,8
0.1111663356423378,0.1459808349609375,0.100701056420803,0.0035714288242161,0.0039999997243285,0.0032258064020425,0.1077180653810501,0.1421346813440323,0.0975760594010353,0.1077180653810501,0.1421346813440323,0.0975760594010353,32,2,False,3.0,256,32
0.1108533963561058,0.1151625290513038,0.1156920194625854,0.0034482758492231,0.0037037036381661,0.0032258064020425,0.083676591515541,0.0901442840695381,0.085061565041542,0.0873802974820137,0.0938479825854301,0.0887652710080146,32,2,False,3.0,256,64
0.0923193097114563,0.0929489657282829,0.1038011163473129,0.006124357227236,0.0055513875558972,0.007071959786117,0.0829443112015724,0.083573967218399,0.0944261252880096,0.0860693082213401,0.0866989642381668,0.0975511223077774,48,2,False,3.0,256,16
0.1025297492742538,0.124532863497734,0.0928975343704223,0.0039999997243285,0.0041666668839752,0.0038461540825664,0.084741286933422,0.1014217510819435,0.0774385929107666,0.0885874480009079,0.1054217591881752,0.0811422914266586,32,2,False,3.0,256,128
0.0939969643950462,0.097020074725151,0.1201238483190536,0.0074074072763323,0.0052631581202149,0.0125000001862645,0.0851623862981796,0.0853650718927383,0.1105377823114395,0.0811623856425285,0.0798095166683197,0.1074127778410911,48,2,False,3.0,256,32
0.1219997629523277,0.1115882992744445,0.1381633877754211,0.0047619049437344,0.0038461540825664,0.0062500000931322,0.1043008118867874,0.0961808934807777,0.1168126314878463,0.0962879806756973,0.0881808847188949,0.1087610945105552,32,2,False,3.0,256,256
0.0930533111095428,0.0808608084917068,0.1242958903312683,0.0,0.0,0.0,0.0746673643589019,0.0626068413257598,0.1024916395545005,0.0727341845631599,0.0630036666989326,0.0970068275928497,48,2,False,3.0,256,64
0.0934219136834144,0.0807399153709411,0.1206169873476028,0.007151979021728,0.0063352822326123,0.0094758067280054,0.0769150182604789,0.0664000511169433,0.1000355333089828,0.076164111495018,0.0660298317670822,0.0967199057340622,48,2,False,3.0,256,128
0.13469596207141876,0.12218360602855682,0.1585918813943863,0.014336916618049145,0.013225805945694447,0.01572580635547638,0.10117442905902863,0.09194877743721008,0.11916123330593109,0.10097892582416534,0.09162703156471252,0.11932788789272308,48,2,False,3.0,256,256
